"ID","TITLE","META_DESC","FULL_SUMMARY"
"1241","Listeria Infections","Listeria infections are caused by bacteria found in raw and processed foods. Find a list of symptoms and treatments that can help reduce your risk.","<p>Listeriosis is a <a href='https://medlineplus.gov/foodborneillness.html'>foodborne illness</a> caused by Listeria monocytogenes, bacteria found in soil and water. It can be in a variety of raw foods as well as in processed foods and foods made from unpasteurized milk. Listeria is unlike many other germs because it can grow even in the cold temperature of the refrigerator. </p> <p>Symptoms include fever and chills, headache, upset stomach and vomiting. Treatment is with antibiotics.</p> <p>Anyone can get the illness. But it is most likely to affect pregnant women and unborn babies, older adults, and people with weak immune systems. To reduce your risk</p> <ul> <li>Use precooked and ready-to-eat foods as soon as you can </li> <li> Avoid raw milk and raw milk products</li> <li> Heat ready-to-eat foods and leftovers until they are steaming hot</li> <li> Wash fresh fruits and vegetables </li> <li> Avoid rare meat and refrigerated smoked seafood</li> </ul> <p >Centers for Disease Control and Prevention</p>"
"309","Liver Cancer","The most common form of liver cancer in adults is hepatocellular carcinoma. Learn about diagnosis, treatment and taking part in research studies.","<p>Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons. Primary liver cancer starts in the liver. Metastatic liver cancer starts somewhere else and spreads to your liver. </p> <p>Risk factors for primary liver cancer include </p> <ul> <li>Having <a href='https://medlineplus.gov/hepatitisb.html'>hepatitis B</a> or <a href='https://medlineplus.gov/hepatitisc.html'>C</a></li> <li>Heavy alcohol use</li> <li>Having <a href='https://medlineplus.gov/cirrhosis.html'>cirrhosis</a>, or scarring of the liver</li> <li>Having <a href='https://medlineplus.gov/hemochromatosis.html'>hemochromatosis</a>, an iron storage disease</li> <li>Obesity and diabetes</li> </ul> <p>Symptoms can include a lump or pain on the right side of your abdomen and yellowing of the skin. However, you may not have symptoms until the cancer is advanced. This makes it harder to treat. Doctors use tests that examine the liver and the blood to diagnose liver cancer. Treatment options include surgery, radiation, chemotherapy, or <a href='https://medlineplus.gov/livertransplantation.html'>liver transplantation</a>. </p> <p >NIH: National Cancer Institute</p>"
"310","Liver Diseases","Get the facts about liver diseases, such as hepatitis, cancer, and cirrhosis. Know your risk and what you can do to prevent liver problems.","<p>Your liver is the largest organ inside your body. It helps your body digest food, store energy, and remove poisons.</p> <p>There are many kinds of liver diseases:</p> <ul> <li>Diseases caused by viruses, such as <a href='https://medlineplus.gov/hepatitisa.html'>hepatitis A</a>, <a href='https://medlineplus.gov/hepatitisb.html'>hepatitis B</a>, and <a href='https://medlineplus.gov/hepatitisc.html'>hepatitis C</a></li> <li>Diseases caused by drugs, poisons, or too much alcohol. Examples include <a href='https://medlineplus.gov/fattyliverdisease.html'>fatty liver disease</a> and <a href='https://medlineplus.gov/cirrhosis.html'>cirrhosis</a>.</li> <li><a href='https://medlineplus.gov/livercancer.html'>Liver cancer</a></li> <li>Inherited diseases, such as <a href='https://medlineplus.gov/hemochromatosis.html'>hemochromatosis</a> and <a href='https://medlineplus.gov/wilsondisease.html'>Wilson disease</a></li> </ul> <p>Symptoms of liver disease can vary, but they often include swelling of the abdomen and legs, bruising easily, changes in the color of your stool and urine, and <a href='https://medlineplus.gov/jaundice.html'>jaundice</a>, or yellowing of the skin and eyes. Sometimes there are no symptoms. Tests such as imaging tests and <a href='https://medlineplus.gov/liverfunctiontests.html'>liver function tests</a> can check for liver damage and help to diagnose liver diseases.</p>"
"1502","Living with HIV/AIDS","Infection with HIV is serious, but the outlook is improving. Discover the many things you can do to help ensure you have a longer, healthier life. ","<p><a href='https://medlineplus.gov/hivaids.html'>HIV</a> stands for human immunodeficiency virus. It harms your immune system by destroying the white blood cells that fight infection. AIDS stands for acquired immunodeficiency syndrome. It is the final stage of infection with HIV. Not everyone with HIV develops AIDS.</p> <p>Infection with HIV is serious. But thanks to better treatments, people with HIV/AIDS are now living longer, and have a better quality of life. If you have HIV, you can help yourself by</p> <ul> <li>Getting medical care as soon as you find out that you have HIV</li> <li>Finding a health care provider has experience in treating HIV/AIDS</li> <li>If are on any <a href='https://medlineplus.gov/hivaidsmedicines.html'>medicines</a>, make sure to take them regularly</li> <li>Getting support, such as from support groups, therapists, and social service organizations</li> <li>Learning as much as you can about HIV/AIDS and its treatment</li> <li>Trying to live a healthy lifestyle, including eating healthy foods, exercising regularly, and getting enough sleep</li> </ul> <p>It is also important to reduce the risk of spreading HIV to other people. You should tell your sex partners that you have HIV, and always use condoms.</p>"
"1225","Low Blood Pressure","Some people have low blood pressure (hypotension). It is only a problem if it causes dizziness, fainting, or shock. Learn about what can cause it.","<p>You've probably heard that high blood pressure is a problem. Sometimes blood pressure that is too low can also cause problems.</p> <p>Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is the diastolic pressure. Your blood pressure reading uses these two numbers. Usually they're written one above or before the other, such as 120/80. If your blood pressure reading is 90/60 or lower, you have low blood pressure. </p> <p>Some people have low blood pressure all the time. They have no symptoms and their low readings are normal for them. In other people, blood pressure drops below normal because of a medical condition or certain medicines. Some people may have symptoms of low blood pressure when standing up too quickly. Low blood pressure is a problem only if it causes <a href='https://medlineplus.gov/dizzinessandvertigo.html'>dizziness</a>, <a href='https://medlineplus.gov/fainting.html'>fainting</a> or in extreme cases, <a href='https://medlineplus.gov/shock.html'>shock</a>. </p> <p >NIH: National Heart, Lung, and Blood Institute</p>"
"86","Lung Cancer","Lung cancer is one of the most common cancers in the world. Common symptoms of lung cancer include: constant chest pain and coughing blood. Read more.","<p>Lung cancer is one of the most common cancers in the world. It is a leading cause of cancer death in men and women in the United States. Cigarette <a href='https://medlineplus.gov/smoking.html'>smoking</a> causes most lung cancers. The more cigarettes you smoke per day and the earlier you started smoking, the greater your risk of lung cancer. High levels of pollution, radiation and asbestos exposure may also increase risk. </p> <p>Common symptoms of lung cancer include</p> <ul> <li>A cough that doesn't go away and gets worse over time</li> <li>Constant chest pain</li> <li>Coughing up blood</li> <li>Shortness of breath, wheezing, or hoarseness</li> <li>Repeated problems with pneumonia or bronchitis</li> <li>Swelling of the neck and face</li> <li>Loss of appetite or weight loss</li> <li>Fatigue</li> </ul> <p>Doctors diagnose lung cancer using a physical exam, imaging, and lab tests. Treatment depends on the type, stage, and how advanced it is. Treatments include surgery, chemotherapy, radiation therapy, and targeted therapy. Targeted therapy uses substances that attack cancer cells without harming normal cells.</p> <p >NIH: National Cancer Institute</p>"
"484","Lung Diseases","Lung diseases are disorders or infections that affect the lungs and cause breathing problems. Some can lead to respiratory failure. Find out more.","<p>When you breathe, your lungs take in oxygen from the air and deliver it to the bloodstream. The cells in your body need oxygen to work and grow. During a normal day, you breathe nearly 25,000 times. People with lung disease have difficulty breathing. Millions of people in the U.S. have lung disease. If all types of lung disease are lumped together, it is the number three killer in the United States.</p> <p>The term lung disease refers to many disorders affecting the lungs, such as <a href='https://medlineplus.gov/asthma.html'>asthma</a>, <a href='https://medlineplus.gov/copd.html'>COPD</a>, infections like <a href='https://medlineplus.gov/flu.html'>influenza</a>, <a href='https://medlineplus.gov/pneumonia.html'>pneumonia</a> and <a href='https://medlineplus.gov/tuberculosis.html'>tuberculosis</a>, <a href='https://medlineplus.gov/lungcancer.html'>lung cancer</a>, and many other <a href='https://medlineplus.gov/breathingproblems.html'>breathing problems</a>. Some lung diseases can lead to <a href='https://medlineplus.gov/respiratoryfailure.html'>respiratory failure</a>.</p> <p >Dept. of Health and Human Services Office on Women's Health</p>"
"82","Lupus","Lupus (or SLE) is a complex disease. But the good news is you can get help and fight lupus. Learn more about lupus symptoms and how to cope.","<h3>What is lupus?</h3> <p>Lupus is an <a href='https://medlineplus.gov/autoimmunediseases.html'>autoimmune disease</a>. This means that your immune system attacks healthy cells and tissues by mistake. This can damage many parts of the body, including the joints, skin, kidneys, heart, lungs, blood vessels, and brain.</p> <p>There are several kinds of lupus</p> <ul> <li>Systemic lupus erythematosus (SLE) is the most common type. It can be mild or severe, and can affect many parts of the body.</li> <li>Discoid lupus causes a red rash that doesn't go away</li> <li>Subacute cutaneous lupus causes sores after being out in the sun</li> <li>Drug-induced lupus is caused by certain medicines. It usually goes away when you stop taking the medicine.</li> <li>Neonatal lupus, which is rare, affects newborns. It is probably caused by certain antibodies from the mother.</li> </ul> <h3>Who gets lupus?</h3> <p>Anyone can get lupus, but women are most at risk. Lupus is two to three times more common in African American women than in Caucasian women. It's also more common in Hispanic, Asian, and Native American women. African American and Hispanic women are more likely to have severe forms of lupus.</p> <h3>What causes lupus?</h3> <p>The cause of lupus is not known.</p> <h3>What are the symptoms of lupus?</h3> <p>Lupus can have many symptoms, and they differ from person to person. Some of the more common ones are</p> <ul> <li>Pain or swelling in joints</li> <li>Muscle pain</li> <li>Fever with no known cause</li> <li>Red rashes, most often on the face (also called the ""butterfly rash"")</li> <li>Chest pain when taking a deep breath</li> <li>Hair loss</li> <li>Pale or purple fingers or toes</li> <li>Sensitivity to the sun</li> <li>Swelling in legs or around eyes</li> <li>Mouth ulcers</li> <li>Swollen glands</li> <li>Feeling very tired</li> </ul> <p>Symptoms may come and go. When you are having symptoms, it is called a flare. Flares can range from mild to severe. New symptoms may appear at any time.</p> <h3>How do I know if I have lupus?</h3> <p>There is no single test to diagnose lupus, and it's often mistaken for other diseases. So it may take months or years for a doctor to diagnose it. Your doctor may use many tools to make a diagnosis:</p> <ul> <li>Medical history</li> <li>Complete exam</li> <li>Blood tests</li> <li>Skin biopsy (looking at skin samples under a microscope)</li> <li>Kidney biopsy (looking at tissue from your kidney under a microscope)</li> </ul> <h3>What are the treatments for lupus?</h3> <p>There is no cure for lupus, but medicines and lifestyle changes can help control it.</p> <p>People with lupus often need to see different doctors. You will have a primary care doctor and a rheumatologist (a doctor who specializes in the diseases of joints and muscles). Which other specialists you see depends on how lupus affects your body. For example, if lupus damages your heart or blood vessels, you would see a cardiologist.</p> <p>Your primary care doctor should coordinate care between your different health care providers and treat other problems as they come up. Your doctor will develop a treatment plan to fit your needs. You and your doctor should review the plan often to be sure it is working. You should report new symptoms to your doctor right away so that your treatment plan can be changed if needed.</p> <p>The goals of the treatment plan are to</p> <ul> <li>Prevent flares</li> <li>Treat flares when they occur</li> <li>Reduce organ damage and other problems</li> </ul> <p>Treatments may include drugs to</p> <ul> <li>Reduce swelling and pain</li> <li>Prevent or reduce flares</li> <li>Help the immune system</li> <li>Reduce or prevent damage to joints</li> <li>Balance the hormones</li> </ul> <p>Besides taking medicines for lupus, you may need to take medicines for problems that are related to lupus such as high cholesterol, high blood pressure, or infection.</p> <p>Alternative treatments are those that are not part of standard treatment. At this time, no research shows that alternative medicine can treat lupus. Some alternative or complementary approaches may help you cope or reduce some of the stress associated with living with a chronic illness. You should talk to your doctor before trying any alternative treatments.</p> <h3>How can I cope with lupus?</h3> <p>It is important to take an active role in your treatment. It helps to learn more about lupus - being able to spot the warning signs of a flare can help you prevent the flare or make the symptoms less severe.</p> <p>It is also important to find ways to cope with the stress of having lupus. Exercising and finding ways to relax may make it easier for you to cope. A good support system can also help.</p> <p >NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>"
"84","Lyme Disease","Lyme disease is an infection you get from tick bites. The first symptom is usually a rash. Learn about Lyme disease symptoms and treatment.","<p>Lyme disease is a bacterial infection you get from the <a href='https://medlineplus.gov/tickbites.html'>bite of an infected tick</a>. The first symptom is usually a red rash, which may look like a bull's eye. But not all people with Lyme disease have a rash. As the infection spreads to other parts of the body, you may have </p> <ul> <li>A fever</li> <li>A headache</li> <li>Body aches</li> <li>A stiff neck</li> <li>Fatigue</li> </ul> <p>Lyme disease can be hard to diagnose because many of its symptoms are like those of the flu and other diseases. And you may not have noticed a tick bite. Your health care provider will look at your symptoms and medical history to figure out whether you have Lyme disease. Lab tests may not always give a clear answer until you have been infected for at least a few weeks.</p> <p>Antibiotics can cure most cases of Lyme disease. The sooner treatment begins, the quicker and more complete the recovery.</p> <p>After treatment, some patients may still have muscle or joint aches and nervous system symptoms. This is called post-treatment Lyme disease syndrome (PTLDS). Long-term antibiotics have not been shown to help with PTLDS. However, there are ways to help with the symptoms of PTLDS, and most patients do get better with time.</p> <p >NIH: National Institute of Allergy and Infectious Diseases</p>"
"591","Lymphatic Diseases","Lymphatic diseases can affect your lymph, lymph vessels, or lymph nodes. Lymphatic system problems include lymphedema and swollen glands. Learn more.","<p>The lymphatic system is a network of tissues and organs. It is made up of</p> <ul> <li>Lymph - a fluid that contains white blood cells that defend against germs</li> <li>Lymph vessels - vessels that carry lymph throughout your body. They are different from blood vessels.</li> <li>Lymph nodes - glands found throughout the lymph vessels. Along with your <a href='https://medlineplus.gov/spleendiseases.html'>spleen</a>, these nodes are where white blood cells fight infection.</li> </ul> <p>Your bone marrow and thymus produce the cells in lymph. They are part of the system, too.</p> <p>The lymphatic system clears away infection and keeps your body fluids in balance. If it's not working properly, fluid builds in your tissues and causes swelling, called <a href='https://medlineplus.gov/lymphedema.html'>lymphedema</a>. Other lymphatic system problems can include infections, blockage, and <a href='https://medlineplus.gov/lymphoma.html'>cancer</a>.</p>"
"4610","Lymphedema","Lymphedema is the name of a type of swelling that happens when lymph builds up in your body's soft tissue. Discover causes and treatment options.","<p>Lymphedema is the name of a type of <a href='https://medlineplus.gov/edema.html'>swelling</a>. It happens when lymph builds up in your body's soft tissues. Lymph is a fluid that contains white blood cells that defend against germs. It can build up when the <a href='https://medlineplus.gov/lymphaticdiseases.html'>lymph system</a> is damaged or blocked. It usually happens in the arms or legs.</p> <p>Causes of lymphedema include</p> <ul> <li>Infection</li> <li>Cancer</li> <li>Scar tissue from radiation therapy or surgical removal of lymph nodes</li> <li>Inherited conditions in which lymph nodes or vessels are absent or abnormal</li> </ul> <p>Treatment can help control symptoms. It includes exercise, compression devices, skin care, and massage.</p> <p >NIH: National Cancer Institute</p>"
"117","Lymphoma","Lymphoma is a cancer affecting the immune system. Hodgkins Lymphoma and Non Hodgkins Lymphoma are types of lymphoma. Learn about symptoms and treatments.","<p>Lymphoma is a cancer of a part of the immune system called the lymph system. There are many types of lymphoma. One type is <a href='https://medlineplus.gov/hodgkindisease.html'>Hodgkin disease</a>. The rest are called non-Hodgkin lymphomas.</p> <p>Non-Hodgkin lymphomas begin when a type of white blood cell, called a T cell or B cell, becomes abnormal. The cell divides again and again, making more and more abnormal cells. These abnormal cells can spread to almost any other part of the body. Most of the time, doctors don't know why a person gets non-Hodgkin lymphoma. You are at increased risk if you have a weakened immune system or have certain types of infections.</p> <p>Non-Hodgkin lymphoma can cause many symptoms, such as </p> <ul> <li>Swollen, painless lymph nodes in the neck, armpits or groin</li> <li>Unexplained weight loss </li> <li>Fever </li> <li>Soaking night sweats </li> <li>Coughing, trouble breathing or chest pain </li> <li>Weakness and tiredness that don't go away </li> <li>Pain, swelling or a feeling of fullness in the abdomen </li> </ul> <p>Your doctor will diagnose lymphoma with a physical exam, blood tests, a chest x-ray, and a biopsy. Treatments include chemotherapy, radiation therapy, targeted therapy, biological therapy, or therapy to remove proteins from the blood. Targeted therapy uses substances that attack cancer cells without harming normal cells. Biologic therapy boosts your body's own ability to fight cancer. If you don't have symptoms, you may not need treatment right away. This is called watchful waiting.</p> <p >NIH: National Cancer Institute</p>"
"313","Macular Degeneration","Macular degeneration, or age-related macular degeneration (AMD), causes vision loss in older adults. Learn about the types and what can help.","<p>Macular degeneration, or age-related macular degeneration (AMD), is a leading cause of vision loss in Americans 60 and older. It is a disease that destroys your sharp, central vision. You need central vision to see objects clearly and to do tasks such as reading and driving. </p> <p>AMD affects the macula, the part of the eye that allows you to see fine detail. It does not hurt, but it causes cells in the macula to die. There are two types: wet and dry. Wet AMD happens when abnormal blood vessels grow under the macula. These new blood vessels often leak blood and fluid. Wet AMD damages the macula quickly. Blurred vision is a common early symptom. Dry AMD happens when the light-sensitive cells in the macula slowly break down. Your gradually lose your central vision. A common early symptom is that straight lines appear crooked.</p> <p>Regular comprehensive eye exams can detect macular degeneration before the disease causes vision loss. Treatment can slow vision loss. It does not restore vision.</p> <p >NIH: National Eye Institute</p>"
"5459","Malabsorption Syndromes","If you have a malabsorption syndrome, your small intestine cannot absorb nutrients from foods. Learn more about different syndromes and symptoms.","<p>Your small intestine does most of the digesting of the foods you eat. If you have a malabsorption syndrome, your small intestine cannot absorb nutrients from foods.</p> <p>Causes of malabsorption syndromes include</p> <ul> <li><a href='https://medlineplus.gov/celiacdisease.html'>Celiac disease</a></li> <li><a href='https://medlineplus.gov/lactoseintolerance.html'>Lactose intolerance</a></li> <li>Short bowel syndrome. This happens after surgery to remove half or more of the small intestine. You might need the surgery if you have a problem with the small intestine from a disease, injury, or birth defect.</li> <li>Whipple disease, a rare bacterial infection</li> <li>Genetic diseases</li> <li>Certain medicines</li> </ul> <p>Symptoms of different malabsorption syndromes can vary. They often include chronic diarrhea, abnormal stools, weight loss, and gas. Your doctor may use lab, imaging, or other tests to make a diagnosis.</p> <p>Treatment of malabsorption syndromes depends on the cause.</p>"
"315","Malaria","Malaria is a disease caused by a parasite transmitted by mosquitoes. It is a major cause of death worldwide. Find out about prevention and treatment.","<p>Malaria is a serious disease caused by a parasite. You get it when an infected <a href='https://medlineplus.gov/mosquitobites.html'>mosquito</a> bites you. Malaria is a major cause of death worldwide, but it is almost wiped out in the United States. The disease is mostly a problem in developing countries with warm climates. If you <a href='https://medlineplus.gov/travelershealth.html'>travel</a> to these countries, you are at risk. There are four different types of malaria caused by four related parasites. The most deadly type occurs in Africa south of the Sahara Desert.</p> <p>Malaria symptoms include chills, flu-like symptoms, fever, vomiting, diarrhea, and jaundice. A blood test can diagnose it. It can be life-threatening. However, you can treat malaria with drugs. The type of drug depends on which kind of malaria you have and where you were infected.</p> <p>Malaria can be prevented. When traveling to areas where malaria is found</p> <ul> <li>See your doctor for medicines that protect you </li> <li>Wear insect repellent with DEET </li> <li>Cover up</li> <li>Sleep under mosquito netting </li> </ul> <p >Centers for Disease Control and Prevention</p>"
"3577","Male Breast Cancer","Did you know that men can get breast cancer? Although breast cancer is much more common in women, men can get it too. Learn more.","<p>Although breast cancer is much more common in women, men can get it too. It happens most often to men between the ages of 60 and 70.</p> <p>Breast lumps usually aren't cancer. However, most men with breast cancer have lumps. Other breast symptoms can include</p> <ul> <li>Dimpled or puckered skin</li> <li>A red, scaly nipple or skin</li> <li>Fluid discharge</li> </ul> <p>Risk factors for male breast cancer include exposure to radiation, a family history of breast cancer, and having high estrogen levels, which can happen with diseases like cirrhosis or <a href='https://medlineplus.gov/klinefelterssyndrome.html'>Klinefelter's syndrome</a>.</p> <p>Treatment for male breast cancer is usually a <a href='https://medlineplus.gov/mastectomy.html'>mastectomy</a>, which is surgery to remove the breast. Other treatments include radiation, chemotherapy and/or hormone therapy. </p> <p >NIH: National Cancer Institute</p>"
"5656","Male Infertility","Infertility is when a woman can't get pregnant after a year or keeps having miscarriages. Read about the causes of male infertility and treatments.","<p>Infertility is a term doctors use if a man hasn't been able to get a woman pregnant after at least one year of trying. Causes of male infertility include</p> <ul> <li>Physical problems with the testicles</li> <li>Blockages in the ducts that carry sperm</li> <li>Hormone problems</li> <li>A history of high fevers or mumps</li> <li>Genetic disorders</li> <li>Lifestyle or environmental factors</li> </ul> <p>About a third of the time, infertility is because of a problem with the man. One third of the time, it is a problem with the <a href='https://medlineplus.gov/femaleinfertility.html'>woman</a>. Sometimes no cause can be found.</p> <p>If you suspect you are infertile, see your doctor. There are tests that may tell if you have fertility problems. When it is possible to find the cause, treatments may include medicines, surgery, or <a href='https://medlineplus.gov/assistedreproductivetechnology.html'>assisted reproductive technology</a>. Happily, many couples treated for infertility are able to have babies.</p> <p >NIH: National Institute of Child Health and Human Development</p>"
"5461","Malnutrition","People suffer from hunger if they don't get enough food. Over time this can cause malnutrition. Some diseases can also cause malnutrition. Read more.","<p>Food provides the energy and nutrients you need to be healthy. If you don't get enough nutrients -- including <a href='https://medlineplus.gov/dietaryproteins.html'>proteins</a>, <a href='https://medlineplus.gov/carbohydrates.html'>carbohydrates</a>, <a href='https://medlineplus.gov/dietaryfats.html'>fats</a>, <a href='https://medlineplus.gov/vitamins.html'>vitamins</a>, and <a href='https://medlineplus.gov/minerals.html'>minerals</a> - you may suffer from malnutrition.</p> <p>Causes of malnutrition include:</p> <ul> <li>Lack of specific nutrients in your diet. Even the lack of one vitamin can lead to malnutrition.</li> <li>An unbalanced diet</li> <li>Certain medical problems, such as <a href='https://medlineplus.gov/malabsorptionsyndromes.html'>malabsorption syndromes</a> and cancers</li> </ul> <p>Symptoms may include fatigue, dizziness, and weight loss. Or, you may have no symptoms. To diagnose the cause of the problem, your doctor may do blood tests and a nutritional assessment. Treatment may include replacing the missing nutrients and treating the underlying cause.</p>"
"1263","Mammography","A mammography exam (mammogram) is an x-ray of the breast and is used to detect breast diseases like cancer. Find out how it works and what to expect.","<p>A mammogram is an x-ray picture of the breast. It can be used to check for <a href='https://medlineplus.gov/breastcancer.html'>breast cancer</a> in women who have no signs or symptoms of the disease. It can also be used if you have a lump or other sign of breast cancer.</p> <p>Screening mammography is the type of mammogram that checks you when you have no symptoms. It can help reduce the number of deaths from breast cancer among women ages 40 to 70. But it can also have drawbacks. Mammograms can sometimes find something that looks abnormal but isn't cancer. This leads to further testing and can cause you anxiety. Sometimes mammograms can miss cancer when it is there. It also exposes you to radiation. You should talk to your doctor about the benefits and drawbacks of mammograms. Together, you can decide when to start and how often to have a mammogram.</p> <p>Mammograms are also recommended for younger women who have symptoms of breast cancer or who have a high risk of the disease.</p> <p>When you have a mammogram, you stand in front of an x-ray machine. The person who takes the x-rays places your breast between two plastic plates. The plates press your breast and make it flat. This may be uncomfortable, but it helps get a clear picture. You should get a written report of your mammogram results within 30 days.</p> <p >NIH: National Cancer Institute</p>"
"939","Marfan Syndrome","Marfan syndrome is a disorder that affects connective tissue. Marfan syndrome can be mild to severe. Read about symptoms and outlook.","<p>Marfan syndrome is a disorder that affects connective tissue. Connective tissues are proteins that support skin, bones, blood vessels, and other organs. One of these proteins is fibrillin. A problem with the fibrillin gene causes Marfan syndrome. </p> <p>Marfan syndrome can be mild to severe, and the symptoms can vary. People with Marfan syndrome are often very tall, thin, and loose jointed. Most people with Marfan syndrome have heart and blood vessel problems, such as a weakness in the aorta or heart valves that leak. They may also have problems with their bones, eyes, skin, nervous system, and lungs.</p> <p>There is no single test to diagnose Marfan syndrome. Your doctor may use your medical history, family history, and a physical exam to diagnose it. Marfan syndrome has no cure, but treatments can help delay or prevent complications. Treatments include medicines, surgery, and other therapies.</p> <p >NIH: National Institute of Arthritis and Musculoskeletal and Skin Diseases</p>"
"317","Marijuana","Marijuana contains the mind-altering chemical THC. Some U.S. states approve the use of medical marijuana. Read about marijuana and its effects.","<p>Marijuana is a green, brown, or gray mix of dried, crumbled parts from the marijuana plant. It can be rolled up and smoked like a cigarette or cigar or smoked in a pipe. Sometimes people mix it in food or inhale it using a vaporizer.</p> <p>Marijuana can cause problems with memory, learning, and behavior. Smoking it can cause some of the same coughing and breathing problems as smoking cigarettes. Some people get addicted to marijuana after using it for a while. It is more likely to happen if they use marijuana every day, or started using it when they were teenagers.</p> <p>Some states have approved ""medical marijuana"" to ease symptoms of various health problems. The U.S. Food and Drug Administration (FDA) has not approved the marijuana plant as a medicine. However, there have been scientific studies of cannabinoids, the chemicals in marijuana. This has led to two FDA-approved medicines. They contain THC, the active ingredient in marijuana. They treat nausea caused by chemotherapy and increase appetite in patients who have severe weight loss from HIV/AIDS. Scientists are doing more research with marijuana and its ingredients to treat many diseases and conditions.</p> <p >NIH: National Institute on Drug Abuse</p>"
"318","Measles","Measles or rubeola is an infectious disease caused by a virus. It spreads easily person to person, causes red blotchy rash along with other symptoms.","<p>Measles is an infectious disease caused by a virus. It spreads easily from person to person. It causes a blotchy red rash. The rash often starts on the head and moves down the body. Other symptoms include</p> <ul> <li>Fever</li> <li>Cough</li> <li>Runny nose</li> <li>Conjunctivitis (pink eye)</li> <li>Feeling achy and run down</li> <li>Tiny white spots inside the mouth</li> </ul> <p>Sometimes measles can lead to serious problems. There is no treatment for measles, but the measles-mumps-rubella (MMR) vaccine can prevent it.</p> <p>""German measles"", also known as <a href='https://medlineplus.gov/rubella.html'>rubella</a>, is a completely different illness.</p> <p >Centers for Disease Control and Prevention</p>"
"31","Medicines","You may take medicines every day or only once in a while. Either way, make sure your medicines are safe and will help you get better. Learn more. ","<p>Medicines can treat diseases and improve your health. If you are like most people, you need to take medicine at some point in your life. You may need to take medicine every day, or you may only need to take medicine once in a while. Either way, you want to make sure that your medicines are safe, and that they will help you get better. In the United States, the Food and Drug Administration is in charge of ensuring that your prescription and <a href='https://medlineplus.gov/overthecountermedicines.html'>over-the-counter</a> medicines are safe and effective.</p> <p>There are always risks to taking medicines. It is important to think about these risks before you take a medicine. Even safe medicines can cause unwanted <a href='https://medlineplus.gov/drugreactions.html'>side effects or interactions</a> with food, alcohol, or other medicines you may be taking. Some medicines may not be safe during <a href='https://medlineplus.gov/pregnancyandmedicines.html'>pregnancy</a>. To reduce the risk of reactions and make sure that you get better, it is important for you to <a href='https://medlineplus.gov/medicationerrors.html'>take your medicines correctly</a>. You should also be careful when giving medicines to <a href='https://medlineplus.gov/medicinesandchildren.html'>children</a>, since they can be more vulnerable to the effects of medicines.</p>"
"6005","Medicines and Children","Never guess how to give medicines to a child. When it comes to taking medicines, kids aren't just small adults. Learn how to follow the drug label. ","<p>Children aren't just small adults. It is especially important to remember this when giving <a href='https://medlineplus.gov/medicines.html'>medicines</a> to children. Giving a child the wrong dose or a medicine that is not for children can have serious side effects.</p> <p>The drug labels for prescription medicines have a section on ""Pediatric Use."" It says whether the medicine has been studied for its effects on children. It also tells you which age groups were studied. Some <a href='https://medlineplus.gov/overthecountermedicines.html'>over-the-counter (OTC) medicines</a>, like those that treat fever and pain, have been studied for effectiveness, safety, or dosing in children. But many other OTC medicines have not. It is important to read the labels carefully, to make sure that the medicine is right for your child.</p> <p>Here are some other tips for giving medicine safely to your child:</p> <ul> <li><strong>Read and follow the label directions every time.</strong> Pay special attention to usage directions and warnings.</li> <li><strong>Watch out for problems.</strong> Contact your health care provider or pharmacist right away if</li> <ul> <li>You notice any new symptoms or unexpected side effects in your child</li> <li>The medicine doesn't appear to be working when you expect it to. For example, antibiotics may take a few days to start working, but a pain reliever usually starts working soon after your child takes it.</li> </ul> <li><strong>Know the abbreviations for the amounts of medicines:</strong></li> <ul> <li>Tablespoon (tbsp.)</li> <li>Teaspoon (tsp.)</li> <li>Milligram (mg.)</li> <li>Milliliter (mL.)</li> <li>Ounce (oz.)</li> </ul> <li><strong>Use the correct dosing device.</strong> If the label says two teaspoons and you're using a dosing cup with ounces only, don't try to guess how many teaspoons it would be. Get the proper measuring device. Don't substitute another item, such as a kitchen spoon.</li> <li><strong>Check with your health care provider or pharmacist before giving two medicines at the same time.</strong> That way, you can avoid a possible overdose or an unwanted interaction.</li> <li><strong>Follow age and weight limit recommendations.</strong> If the label says don't give to children under a certain age or weight, then don't do it.</li> <li><strong>Always use the child-resistant cap</strong> and re-lock the cap after each use. Also, keep all medicines out of the reach of children.</li> <li><strong>Ask your health care provider or pharmacist</strong> if you have any questions.</li> </ul> <p >Food and Drug Administration</p>"
